timestamp,pv,mv,sv,kp,ki,kd,pb,ti,td,err_value
1772479146000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479147000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479148000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479149000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479150000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479151000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479152000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479153000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479154000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479155000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479156000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479157000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479158000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479159000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479160000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479161000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479162000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479163000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479164000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479165000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479166000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479167000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479168000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479169000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479170000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479171000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479172000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479173000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479174000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479175000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479176000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479177000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479178000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479179000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479180000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479181000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479182000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479183000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479184000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479185000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479186000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479187000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479188000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479189000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479190000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479191000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479192000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479193000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479194000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479195000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479196000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479197000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479198000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479199000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479200000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479201000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479202000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479203000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479204000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479205000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479206000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479207000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479208000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479209000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479210000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479211000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479212000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479213000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479214000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479215000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479216000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479217000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479218000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479219000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479220000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479221000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479222000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479223000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479224000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479225000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479226000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479227000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479228000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479229000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479230000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479231000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479232000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479233000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479234000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479235000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479236000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479237000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479238000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479239000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479240000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479241000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479242000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479243000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479244000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479245000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479246000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479247000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479248000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479249000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479250000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479251000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479252000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479253000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479254000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479255000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479256000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479257000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479258000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479259000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479260000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479261000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479262000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479263000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479264000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479265000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479266000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479267000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479268000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479269000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479270000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479271000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479272000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479273000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479274000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479275000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479276000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479277000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479278000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479279000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479280000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479281000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479282000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479283000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479284000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479285000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479286000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479287000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479288000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479289000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479290000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479291000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479292000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479293000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479294000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479295000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479296000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479297000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479298000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479299000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479300000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479301000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479302000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479303000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479304000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479305000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479306000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479307000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479308000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479309000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479310000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479311000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479312000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479313000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479314000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479315000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479316000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479317000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479318000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479319000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479320000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479321000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479322000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479323000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479324000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479325000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479326000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479327000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479328000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479329000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479330000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479331000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479332000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479333000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479334000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479335000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479336000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479337000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479338000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479339000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479340000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479341000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479342000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479343000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479344000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479345000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479346000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479347000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479348000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479349000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479350000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479351000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479352000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479353000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479354000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479355000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479356000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479357000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479358000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479359000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479360000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479361000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479362000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479363000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479364000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479365000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479366000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479367000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479368000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479369000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479370000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479371000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479372000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479373000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479374000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479375000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479376000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479377000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479378000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479379000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479380000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479381000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479382000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479383000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479384000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479385000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479386000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479387000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479388000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479389000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479390000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479391000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479392000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479393000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479394000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479395000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479396000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479397000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479398000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479399000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479400000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479401000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479402000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479403000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479404000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479405000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479406000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479407000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479408000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479409000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479410000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479411000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479412000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479413000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479414000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479415000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479416000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479417000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479418000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479419000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479420000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479421000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479422000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479423000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479424000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479425000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479426000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479427000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479428000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479429000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479430000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479431000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479432000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479433000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479434000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479435000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479436000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479437000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479438000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479439000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479440000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479441000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479442000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479443000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479444000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479445000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479446000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479447000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
1772479448000,240.5,0.0,3.2,1.0,0.6,0.17,100.0,1.66,6.0,237.3
